text,sentiment
"@elaasyerah Sakit tu kalo kebutuhan rumah, tabungan udah menipis. Belum gajian karna tanggal tua dan tagihan udah jatuh tempo. Ditambah lagi usaha lagi sepi karna psbb, itu baru sakit (menurutku). Realistis",negatif
"Jakarta PSBB Ketat, 1.538 Orang Tak Pakai Masker Ditindak  https://t.co/TGHnA3JS40",negatif
@dianafithras sebelum corona indoapril 24jam waktu Corona s.d. jam 21.00 dampak psbb (walau gak menerapkan pemda) semuanya tutup jam 19.00  jadi kalau lagi horor perutmu mie instan sang penyelamat hehehe,positif
"@farrieltotti Kediri Persik tot, dudu PSBB wkwkwk",netral
Gub anis Bawesdan dtg sbg tamu di Acara Rizig di PETAMBURAN  di saat PSBB ANIS MAU TIDAK DI TINDAK TEGAS OLEH APARAT???  https://t.co/p9LKPGaO3f,negatif
PSBB berulangkali hanya untuk rakyat kecil sepertinya...,negatif
Jakarta kini statusnya PSBB ketat lho padahal. Bandingkan dengan kasus Petamburan dimana statusnya PSBB transisi. Bagaimana polisi menegakkan hukumnya?,positif
"@NUpadhana @ronavioleta Dan kau kira bisa di berlakukan di negara kita ini tanpa efek yg sangat parah? Kau gak liat bandel2 nya rakyat di negara ini? Sdh psbb masih demo pasukan nasi bungkus itu? Bgtu yg mau kau bilang bisa dikendalikan? Hahahaha mimpi . Lihat kerajaan kamboja itu, bntk pmrnhn nya.  https://t.co/1mBTfJZn4I",negatif
"I don't get it, Raffi n Sean poor you, ngadain pesta di saat psbb, am not gonna eat kfc for a while",netral
@piiipppaaa Iya kek balik aja entar psbb loh wkwkwk,netral
"Natalius Pigai: Pemerintah tak bisa memberi sanksi kpd rakyat yg nolak divaksin menggunakan UU Kekarantinaan, sebab selama ini belum pernah melakukan Karantina Wilayah. PSBB beda, karena tdk mengandung konsekuensi harus memenuhi seluruh kebutuhan dasar rakyat. Jgn sok ngancam ya?",positif
"@raffi_nagita17 @jokowi Sultan mah bebas ya @raffi_nagita17 kita memikirkan Imam kami yg sedang terdzolimi, dan kita berusaha Isolasi diri demi PSBB situ masih sebebas dirimu menikmati kehidupan ""glamourmu"", semoga suatu saat rasamu akan melebihi kami disini. In syaa allah.",negatif
Hih ada psbb tpi ga ada notif suruh wfh  😄😄😄😄😄😄,netral
@YogaFebriansya4 @fdssi_officiaI @MafiaWasit @HoofdbureauID bukan fans sfc tpi ngelurusin aja pengelola GBK udah nutup GBK selama psbb &amp; sfc juga udah gak ada latihan atau match lagi di psbb ini. lain kali kalo mau nyudutin satu pihak cari tau dulu faktanya bang  . kalo gini kan niat mau keliatan paling bener tapi malah malu2in,positif
@TomiStarky @Joker_Ulosowo Saiki malah melu2 pak anis gawe psbb yg sangat terlambat...,negatif
"@gudangcinta3 @UmarAlChelsea_ @msaid_didu @DivHumas_Polri Kl gitu gibran, bobby, dan semua pendukungnya harus d tangkep jg dong, kan terjadinya pas sama2 lg psbb terbatas, kl yg skrg kan emang pas lg psbb ketat. Hayo lho...",netral
"Sertu Rohmad anggota Koramil 13/Sukodono bersama anggota Polsek Sukodono dan Trantib Kecamatan di pimpin AKP Sutanto, SH ( Kapolsek Sukodono ) Kamis 14 Januari 2021 pukul 17.30 WIB s.d Selesai melaks Patroli dan Pengawasan pemberlakuan PSBB di Wil Kec. Sukodono. @Kodim_Sragen  https://t.co/U7vUudKDKW",positif
Cukupkah??? Harus adil dong ... Ini PSBB ketat...bukan PSBB Transisi...meski sdh tw jawabannya...biarlah tetep kita kritik ya...kan kita bukan buzerp,netral
@anis_fahrudin PSBB lur huhuhu,netral
"@FauzaRozi @rizkisiregar Tau ih slama ga ramai dan mematuhi protokol menurut gue gapapasih, lgian psbb cuma matiin penghasilan rakyat kecil yg kebetulan jualannya baru bisa sore menjelang malam :( jangan tega tega amat napa pak. Boleh lah menutup dine in setelah diatas pukul 19.00 tp ya jgn disuru tutup.",negatif
"@erna_st @didienAZHAR apa PSBB DKI itu hanya untuk rakyat biasa , rakyat kecil ,karyawan , rumah makan dll ya ??? 👀🤔👁️🙄 , seleb , publik figur , influencer , buzzer , temen 2 nya boss gk termasuk ya ??? 😱😰🤮",negatif
"Tangkap Rafi &amp; Ahok, ada pelanggaran berat saat PSBB.",negatif
"@raffi_nagita17 @jokowi ""HRS juga sudah minta maaf tetap diproses oleh polisi""  Kasus Raffi Ahmad sama dgn Kasus Petamburan, malah lebih berat karena kondisi PSBB yang diperketat. Kalau Petamburan kondisi PSBB Transisi.  Kita lihat, apakah penegak hukum akan memeriksa Raffi, ahok dan lainnya.  https://t.co/GfzmDdOcOg",netral
@Mmorangkir @UmarAlChelsea_ @DivHumas_Polri Bisa bangeeettt ... . Apalagi pas masa PSBB ketat Jawa-Bali 11-25 Januari ...,netral
"@ronavioleta @DivHumas_Polri Ini PSBB yg diperketat jadi jika ada pelanggaran harusnya dihukum lebih berat, tolong prof @mohmahfudmd  hanya anda yg kami harap utk memerintahkan para penegak hukum bersikap adil, ahok dan rafi achmad serta teman2nya di pesta itu wajib diproses hukum",positif
kabar2 sih semarang PSBB tapi wingi aku lewat ndak ono opo2 sik jelas semarang ki PSIS udu PSBB,positif
"@kafiradikalis @adi81500221 Kasus Raffi Ahmad sama dgn Kasus Petamburan, malah lebih berat karena kondisi PSBB yang diperketat. Kalau Petamburan kondisi PSBB Transisi  Kita lihat, apakah penegak hukum akan memeriksa Raffi, ahok dan lainnya. Kita  tunggu saja sikap Istana, penegak hukum, apakah akan diproses  https://t.co/20xcALqTlC",netral
"@permadiaktivis1 @aniesbaswedan Abu gosok mereka datang dg PROTOKOL KESEHATAN &amp; pesta ada izin dan di jaga polisi  beda tamu yg ini  1. Tanpa Izin acaranya 2. PSBB ketat 3. Tidak Pakai Masker &amp; tidak jaga jarak, melanggar Prokes.  4. Komisaris wakil pemerintah &amp; influencer  Jangan jadi goblok seperti agu gosok",negatif
psbb alias pasukan band band keren  https://t.co/0yBten3Vcz,netral
@afiannorosi1 @tempodotco PSBB diperketat lagi.,positif
"pkm, psbb membuatku boros hufttt",negatif
"@ronavioleta @RudiKisara4 @DivHumas_Polri Kasus Raffi Ahmad sama dgn Kasus Petamburan, malah lebih berat karena kondisi PSBB yang diperketat. Kalau Petamburan kondisi PSBB Transisi.  Kita lihat, apakah penegak hukum akan memeriksa Raffi, ahok dan lainnya. Kita  tunggu saja sikap Istana, penegak hukum apakah akan diproses  https://t.co/FHx5Br0SWp",netral
Ujian untuk sebuah keadilan di negeri ini. Masihkah mereka memiliki logika?  Harusnya mereka yg melanggar Prokes saat PSBB diperketat di hukum lebih berat drpd IB HRS  Cebong mana punya logika? Ruwet❕❕❕  https://t.co/8EU9dkuJ7r,negatif
@geloraco Proses Kerumunan melanggar Prokes  1. Acara gak ada Izin 2. Masa PSBB 3. Protokol kesehatan di langgar  4. KOMISARIS BUMN harusnya memberi contoh Krn wakil pemerintah 5. Baru di vaksin contoh negara  Proses semua mulai dri Pemilik Rumah sampai Tamu yg melanggar protokol kesehatan,negatif
@OposisiCerdas Proses Kerumunan melanggar Prokes  1. Acara gak ada Izin 2. Masa PSBB 3. Protokol kesehatan di langgar  4. KOMISARIS BUMN harusnya memberi contoh Krn wakil pemerintah 5. Baru di vaksin contoh negara  Proses semua mulai dri Pemilik Rumah sampai Tamu yg melanggar protokol kesehatan,negatif
"Setelah di Jakarta, dan udah ada PSBB, tercetus lah ide bikin usaha sekaligus ngomporin temen2 yg lain buka, yee tapi pada jualan semua tot.",positif
"1/ Pemerintah memutuskan untuk MEMPERKETAT PSBB, dan sy tidak melihat ada tindakan nyata dari pemerintah untuk memperkuat Rumah Sakit. Hanya melimpahkan pada rakyat untuk meringankan tugas nakes dengan diam dirumah.  (Saya mikirnya : 'Jadi kalo nakes kenapa2 itu salah rakyat loh,",negatif
"Jawa Bali PSBB,apa strategi berikutnya? Bagaimana dg kehidupab ekonomi? Baca ulasannya di KORAN SINDO pagi ini #newspaper  https://t.co/nrkjk8J9oo",netral
@bcdkntd Asline telat anjir psbb e,negatif
"Ya begitulah 😂😂😂 Mikir juga tadi, kenapa ga PSBB sebelum tahun baru aja dimulai? Tetap semangat sehat dan berjuang yaa semuanya. Saling mendoakan. Semoga yang sakit disembuhkan, yang sedih dibahagiakan, yang jomblo dinikahkan #ehgimana Stay safe, Indonesia 🥺",positif
"#psbb lagi, maraton drakor lagi #malang @infomalang @infoUB @InfoKepanjen @infobatu  https://t.co/oInr7Ifsin",netral
"PSBB Jawa-Bali ? Bodo amat njir, Natal Tahun baru aja ga balik.",netral
"Bali psbb, tp yg psbb cuma 2 daerah... ok....",netral
@KangopeNew @tukangpulas Kami mah karek bulan ayeuna full masuk.. eh malah psbb deui.. ripuh gaji dipotongan wae mah.,negatif
Dua Pekan Pemerintah Terapkan PSBB Jawa-Bali  https://t.co/XJJ9t1Drrd,positif
"@barryallen_1st @mbe_mbe_mokele PSBB jawa bali, yang dihujat tetep anies baswedan",negatif
"Ini yg harusnya dilakukan. Ngapain PSBB dilakuin tgl segituz toh gada event yg penting  Suka heran gue sama yg buat kebijakan, data mana si yg mereka kantongi buat analisis  Gajelas bener ini urus pandemi. APBN ngocor terus, eh perasaan gini2 aja, gada perubahan",negatif
PSBB kok berjilid jilid...  Lockdown dong!,netral
Wacana akan ada PSBB lagi. Tapi......dr awal ga kerasa bedanya ada psbb dan tidak😂,netral
"pilkada sudah usai, sekarang ayo kita lakukan psbb untuk menekan angka penularan covid19",positif
Antisipasi PSBB jilid 2....bisi nutug deui IHSG na..  https://t.co/M30Ew4iuDt,netral
"Pemerintah Terapkan Kebijakan Ketat PSBB, Apa Saja Kegiatan yang Dibatasi?  https://t.co/5WsPog71JD",positif
"Maaf nih bagi saya yg bodoh ini harusnya PSBB itu dari sebelum taun baru kemaren.. Lagian kayanya org udh pada gak peduli.. Mereka lebih memikirkan urusan dapur dari pada ""dipaksa"" dirumah saja tapi makan suruh nyari sendiri..",negatif
@ahmadisa01 psbb gaada gunanya jancok,negatif
iya psbb lagi😔,negatif
@major_andr GAK SUKA PSBB😭,negatif
"Menurut gw kok cuma namanya aja yang seolah2 besar (baca: kemungkinan akan mengguncang bursa): ""PSBB se-Jawa - Bali"", padahal isinya ya gitu2 aja.🥱",netral
ini psbb di seluruh indonesia??,netral
Jogja kena PSBB Padahal rencana tgl 23 mau kesana,netral
Yakin si ihsg turun apalagi psbb lagi se jawa bali yang notabene pusat ekonomi indo,negatif
"@Afutami Gak efektif psbb gini, susah ngatur orang banyak 😁",negatif
Begini Teknis Pelaksanaan PSBB Jawa Bali yang Mulai Diterapkan 11 Januari  |  https://t.co/Bc6XNBFF6p | LINE TODAY  https://t.co/i0jyLyPAiq #LINETODAY #Tempoco,positif
"@VICE_ID Wes ojok kakean takok min, gak ngerti kate psbb maneh a, usum e wong sumpek iki, ojok kakean takok",netral
"Pagi pagi dah uring""an gegara berita psbb jawa-bali 🙃",negatif
"Sobat GEN PSBB, efeknya buat kamu?",netral
Pak @aniesbaswedan is The Real President..Dulu diawal2 DiCemooh mau PSBB eh taunya sekarang Malah dipakai...Jd ingat Zaman Pak @SBYudhoyono BLT ada yg protes..nganu2 lah tp Sekarang dipakai lagi....,negatif
mulai terbiasa PSBB  https://t.co/RHYxbzMpId,positif
serius nanya bedanya psbb sama ga psbb apaan si,netral
"PSBB lebih ketat bikin IHSG melemah lagi, secara teknikal ini rekomendasi saham  https://t.co/VD3gtNlnUs #IHSG",negatif
Psbb lagi aja,netral
"PSBB ketat di Jawa dan Bali mulai 11 Januari. Oke, let’s see! Aku sih berharap implementasinya merata dan sanksinya tegas ya :))",positif
@Afutami PSBB formalitas doang,netral
"...PSBB lagi? Yah, anggap aja tirakat sambil menggali potensi diri...the power of kepepet sering memunculkan kejutan menarik yang sebelumnya gak kepikir sama sekali...",positif
oh psbb lagi mingdep 💪,positif
"👮: Kalian kenapa masih nongkrong? padahal udah tau psbb? Jika liat api kalian akan tertidur, semakin dalam semakin dalam. Setelah pulang kerumah tiap kali melangkah keluar rumah anda akan lihat virus corona besar sekali, seperti mau memakan anda. 😂😂😂",positif
"Kemarin Selasa, 22 Tevet 5781 6 Januari 2021 dapat 3 berita sekaligus dari 3 negara:  1. #Israel berdamai dengan #Sudan.  2. #USA ribut berkaitan pilpres #Amerika.  3. Dapat info akan #PSBB lagi.  Menurut saya, semuanya sangat bernuansa #profetis.  Apakah akan terjadi #rapture?",netral
"Sebenernya setuju aja sama PSBB ini, tapi realisasinya nti pasti kayak nge gantung gtu, mending lockdown aja dan pemerintah jamin kebutuhan pkok selama 14 hari. Dari pada PSBB berjilid tp hasilnya?",positif
"Akhir akhir iki gelek turu jam 8, menghindari psbb alias pengen sliut bareng bareng",netral
Kurs Rupiah Bakal Melemah Imbas PSBB Jawa-Bali  https://t.co/ubdrT0SHqe,negatif
PSBB lagi  https://t.co/TkPcyUEFOi,netral
PSBB teross pak pak aku jenuh wfh pak gajiku tambah sitik aku duduk pegawai negri sing iso korupsi pak pak ya allah😩  https://t.co/zAsrhPbKJv,negatif
Operasional Transjakarta akan dibatasi sebagai dampak dari pengetatan pembatasan pergerakan atau PSBB Jawa Bali pada 11-25 Januari 2021. #TempoFoto  https://t.co/xVtkGQUYRj,positif
"Apa cuma gw yg merasa diuntungkan dengan adanya psbb lagi? Orang2 yg lain pada gak suka, aku malah seneng huhu",positif
"Kalau #PSBB Jawa Bali dilaksanain,  apa nih amunisi utamamu Elfriend pas di rumah aja? Ekstra #kuota plis atau bahan #makanan banyak? Share yak di #witm bareng @Pandutndut dan @ren9yu_j",netral
"Sebelum PSBB dimulau sebaiknya satpol pp dan tim gabungan yustisi ikut seminar hipnotis. Atau pemerintah bisa melibatkan uya kuya, romi rafael biar menghipnotis pelanggar. Semua patuh baik yg sadar maupun dibawah alam sadar👌",positif
Ini perbedaan pembatasan kegiatan masyarakat di Jawa-Bali dan PSBB  https://t.co/k13sBsEsot #COVID-19,positif
_Breaking News_  Pemerintah memberlakukan Pembatasan Sosial Berskala Besar (PSBB) yang lebih ketat mulai 11-25 Januari 2021. Hal ini berlaku di daerah Jawa dan Bali. Adapun pembatasan yang dilakukan sebagai berikut:  https://t.co/lkMeW9Sf3u,positif
"Psbb meneh yo rapopo aku tetep koyo biasane, koncoku wasap posdim aku jawab home.",positif
Mau psbb juga pasti kantor aku masuk full semua🥲🥲,netral
"PSBB Ketat Jilid 2 Diterapkan, Bagaimana Nasib IHSG?  https://t.co/CzmnTrEuzd",netral
Psbb lagi,netral
@e100ss Coeg wes freelance di psbb malah ruwet gk mangan maneh sepi job maneh pukii,negatif
@tvOneNews Kalo psbb itu paling tidak semua nya tertutup termasuk penerbangan juga jadi akses Jawa Bali ditutup,netral
@goldentaffy @txtdrjkt wkwk psbb jan ke sanaa,netral
@TeguhPuji_P Iraha atuh kaburu psbb deui yeuh:(,negatif
"Ceritanya emang mo psbb jadi plat B pada mudik apa gimana, Toyota 86, BRZ, tadi ada yang spotted lambo huracan, dan semuanya di purwokerto.  Gokil!!",netral
"Hari senin nanti tertanggal 11 jakarta PSBB transisi guys, mo ngingetin aja jgn lupa make masker yaa, bantalku saja sudah ku beri masker  https://t.co/k8L9j5zRER",positif
@_Atyk Kalo sm aku cape ga? Yg rada sering annoying sm semua tweet lo keknya. Dmn siiiii skrg? Meet up donggggg!! Blm new year dinner dah keburu psbb,netral
"Aku : PSBB atau gak, orang rumah juga ga peduli, aku akan jadi himono onna di kamar entah sampe kapan wkwk",positif
"Warga Taput Taat Prokes, Hingga PSBB Dianggap belum Perlu   https://t.co/UNv1DSvv49",positif
"Gue emang sengaja bawa koper gede kan niatnya mau mampir sana mampir sini,kl BISA MG GK PSBB,kan di isi JAJANAN haha daripada ditenteng-tenteng,taruh koper kan simple...pinterkan gue😜😜🙈  https://t.co/iUu5sRdhU6",positif
Hari terakhir sebelum psbb lagi~ Mau menuhin kulkassss😨,netral
Inget. Besok PSBB season 3. Terima kasih,positif
"PSBB kak, stop dulu liburannya, kita tau semua pada lelah :'(",negatif
@ugekkk gak ada istilah psbb,negatif
Nehkan gara gara besok PSBB izin keluar jadi makin susah auto be selama 2 minggu dirumah aja 😭😭,negatif
Peraturan PSBB Bagian #KegiatanBelajarMengajar #SecaraJarakJauh  https://t.co/mTAm73BWFD,netral
#Kemendikbud #PGRI #PSBB #11Januari2021 #SDBatuKarang #Ciracas  https://t.co/NtPnjDxJyY,netral
"Kaget pas baca WA ternyata hari ini ada rapat besar di pura sektor. Pasraman, Truna-Truni, PHDI sektor rapat kabeh. Pas ditanya alasannya kenapa katanya mumpung belum PSBB 🤣  #AngelWesAngel",positif
"Gubernur Siapkan Kepgub dan Surat Edaran Terkini, Terkait Pemberlakuan PSBB Proporsional  https://t.co/SiAVGAvAi6",positif
"@Mdy_Asmara1701 TIDAK SETUJU, berapa kali rem darurat, justru bertambah banyak yang terpapar. Percuma PSBB tanpa penegakan aturan agar taat PROKES, hanya membuat ekonomi semakin parah, miskin semakin banyak, anti bodi menurun, penyakit lain datang. Kebijakan hrs lewat evaluasi, mau dengar publik",negatif
Kalian ga closingan sebelum psbb?,netral
"Hari minggu gagal bangun siang, karena mikir kendala material yg dikirim Jakarta akibat psbb 😫😖😢",negatif
"psbb maneh, wingi poyaa efektif?",netral
"@PutraWadapi Nunggu dikutuk jadi batu sama Ibunya... #IbuPertiwi Tanda tandanya: OTT Korupsi/Maling BANSOS  oleh menteri sendiri dari partai juara di @KPK_RI , Krisis Covid19 Berkepanjangan, gak jelas.. Lockdown gak mau, PSBB,.PKMK, terus.. PHSKDYYEHSIYSYGDUU.., Langgar HAM berat #TragediKM50",negatif
"Info dari WA group, pengajian Ahad pagi di masjid ditiadakan karena ada PSBB &amp; ada warga yg kena covid 19. Kali ini semua diam gak ada lagi yang nge'chat : ""Mau mencari pahala kok dihalangi...""  #KadrunTelatSadar 🙄",negatif
Karena Strava-nya eror mulu ingsun berpaling ke Relive.  Lintas kabupaten sebelum PSBB with #relive  https://t.co/flDUUMCu8R,netral
Selamat pagii all Hapsun Nikmati minggu pagi dgan berolahraga 🚴 maupun lari sekitaran GBK Senayan sbelom besok Senin 11 january -202  ampe 25 January berlaku PSBB Jawa Bali.Nemeni kceriaan Hapsun hari ini mabar V48 pkl 14.00.wib bareng @Jinan_JKT48 @Celine_JKT48 pic pmanis Gamer  https://t.co/WNFOb0lcDB,positif
Gubernur DKI Jakarta Anies Baswedan memberlakukan pengetatan Pembatasan Sosial Berskala Besar (PSBB). #PengetatanPSBB  https://t.co/MKn0lHJNnM,positif
psbb berapa x masih skripsian aja 😆  https://t.co/3NtN4fkMWW,netral
"Jelang PSBB, Kapolda Jatim Siapkan Revitalisasi Kampung Tangguh Semeru  https://t.co/PQ3wt0svSY",positif
Sebelum psbb menyerang kembali  https://t.co/2S4f5tSVBg,netral
Alhamdulillah. Batal ada kluster baru! Siap PSBB 11-25 Januari,positif
"@HukumDan Ga punya otak, ngumpulin orang,  DKI  lagi ketat2nya psbb,  kalau jadi bubarkan pa polisi",negatif
"Sebelum PSBB dimulai, segera lakukan aktivitas sebelum ia terbatas",positif
istilah PSBB kan ga salah.. ada aturannya,positif
"Anggota gabungan TNI-POLRI-POL PP Karangpucung melaksanakan himbauan razia masker, penerapan prokes &amp; sosialisasi PSBB kepada masyarakat, pedagang, dst di wil. Kec. Karangpucung.  #poldajateng #polrescilacap #polsekkarangpucung  https://t.co/RwbSLE9GBC",positif
Penerapan PSBB ketat di Jakarta hingga pesawat Sriwijaya Air jatuh menjadi berita populer Sabtu (9/1). #kumparanNEWS  https://t.co/fWvR2FVKfU,netral
"@sinyo_hikari Yth. Pelapor, Bantuan Sosial diperuntukkan kepada warga rentan yang terdampak Covid-19 di Jakarta selama masa PSBB.",positif
@dessertyyyy ✨psbb✨,netral
Kebijakan tepat DKI. Warga Jakarta sudah familiar dg istilah PSBB dan paham protokolnya bagaimana. Kalau pakai istilah baru bakal bingung. Repot kalau warga malah mengira sudah bukan kebijakan ketat lagi.,positif
@blokirrrrt Yah psbb ketat ojol cuma bisa kirim barang sama makanan ya? Penumpang ga bisa lagi? Haduh...,negatif
@king_bppo24 Semoga lancar ya. Soalnya senin pun sudah mulai psbb kan min?,netral
persiapan sebelum psbb lagi: jaga jarak poin dengan peringkat dua~,netral
Tpi psbb,netral
"Gubernur Siapkan Kepgub dan Surat Edaran Terkini, Terkait Pemberlakuan PSBB Proporsional  https://t.co/kKh3psbkgT  https://t.co/pFOLg7U9WN",positif
Karena PSBB senin besok jadi dipending dulu buat takeoff ke sulawesi buat ketemu sama supplier.,positif
"@CommuterLine @infoBMKG min @CommuterLine , ada info buat besok senin, jadwal KRL Bogor-Jakarta gimana? kan mulai PSBB ketat / PPKM Jawa-Bali 🙏",netral
@GOONJOL @infomalang @infobatu_malang @infobatu @Senaputra_FM @cityguide911fm @RRIMalang lah dalah.... Podo ae lek. Mending gak usah PSBB.😂😂,negatif
@tulisanmiring Aman mah dari jam 10 disana kalau psbb jam 19,netral
"@p_widyanto99 @ridwanhr Gubernur yg juga ikut Komen IHSG anjlok krn Anies menerapkan PSBB Di DKI🤣🤣🤣, betul ya Kang Emil???",netral
@justyjh @dinoisiest2 udah mau psbb soalnya,positif
Tiba2 overthinking mingdep harus ke kampus tapi pas-pasan psbb,netral
PSBB... PKL libur kabeh...  https://t.co/4H1Z1eBC7w,netral
"Besok psbb dan mulai private juga.... Bingung, mau mindahin ke online tp aku tau kemampuan aku ga di online. Paham ga? Susah anjiiim ngajar online teh:((",negatif
@nadirasusilo yg aku ngga liburan kena juga... PSBB tp kasus tetap tinggi... jln terbaik seperti kata pakde berdamai dengan covid 19... mungkin artinya membiasakan diri dengn berita2 covid,positif
"Iseng lewat malioboro sendirian sebelum diberlakukan PSBB gimana keadaannya.  Dan taraa, kita lihat minggu depan jam segini dijogja ..  https://t.co/TPPO7QDToi",positif
"Krn psbb lagi dan wfh lagi ku memutuskan buat on rp lagi, t-tapi.....kemana perginya mutual ku🥺😭//",negatif
"@detiksport Gak boleh kumpul"".. psbb",positif
PSBB diganti PPKM apa bedanya ?   Pembatasan Sosial Berskala Besar (PSBB) &amp;  Penerapan Pembatasan Kegiatan Masyarakat (PPKM) Kynya intinya bukan lock down tapi mirip  Semi lock down cuma beda istilah ...dah gitu ajah...Smg Covid-19 grafiknya turun kita lihat 15 hari ke depan deh,positif
"Rencana liburan - naik kereta harus rapid antigen - PSBB - libur semester ±20hari = batal semua rencana liburan woii. Sedih banget :( tapi gapapa semoga keadaannya cepet pulih kembali kaya dulu, dah kangen banget. Dah pengen kuliah offline jga😭",negatif
"@RifaQ82550164 Gara² psbb dulu, oga candu masak pada masanya :(",negatif
"Respect sih ngejelasin kondisi di Jakarta clear banget, juga fokusnya buat mencari solusi (libur akan berdampak naik jadi harus siapin tempat isolasi + psbb untuk bantu menahan) ketimbang nyalah-nyalahin pihak tertentu  https://t.co/z5zv8uSqfq",positif
"Assalamualaikum Wr Wb, Selamat Pagi sedulur,  📝 PSBB diganti PPKM (Program Pembatasan Kegiatan Masyarakat)   👉 Tdk seluruh daerah di Pulau Jawa - Bali diberlakukan PPKM.   👉 Yg total cmn DKI Jakarta dan 23  kota / kabupaten sj.   Jgn lupa Prokes,   Sambut hr dgn doa &amp; ngopi.  https://t.co/T1sS3KzBtQ",positif
Bodoamat sama psbb penting bisa kerja kalau udah selesai psbb langsung gas bandung &amp; jakarta pokoknya 🤣🤣,positif
bali is just a ✨magical escape✨ yall don't deserve and psbb is the ✨cure✨ the gov is giving just to keep our mouths shut about it.,netral
@ngalammenfess Percuma sih wong ate psbb pasti ga isa kemana²,negatif
Giat thunder patrol 3 pilar Menyampaikan himbauan sosialisasi psbb  https://t.co/v7cvl307hZ,positif
Sidoarjo PSBB?? Itu tandanya harus kabur ke Jember😂😂😂,netral
Menyampaikan himbauan sosialisasi psbb di alfamart sampang  https://t.co/NJBqWnI4DN,positif
Pagi yang cerah menuju psbb :(,netral
Giat thunder patrol 3  pilar dan menyampaikan sosialisasi psbb di Rendevous Karangjati  https://t.co/8ptg3iWl3W,positif
"@LelyHefni Kan tgl 11 besok.. malang PSBB, Kediri PPKM.. hampir sama aja dg psbb lah..",netral
"Baru ngeh, ini video keren dg one take shoot.  1 kali shooting jd  monumen sinema. Aktor, acting lbh dominan berbalut sudut pandang kameramen. Semua terencana, bs jadi berlatih adegan,  scene begini begitu  11 Januari orang ingat GIGI.  Di 2021 ada PSBB   https://t.co/nJyD4O3cH6",netral
Giat thunder Patrol 3 pilar dan sosialisasi Psbb ditaman sari rasa 815 hujansituasi aman kondusif  https://t.co/6M4WvC8nty,positif
PSBB tapi di sokin terus boooooossssssssssssssss!!!!!,netral
"Okey Kota Madiun Kabupaten Madiun Kabupaten Ngawi PSBB jalan, dirumah saja wes... wkwkwk",positif
"psbb tokyo dan tokyobodetabek aja atau sepanjang honshuu?? atau seluruh jepang?? gilak nih negara yg gembogan, gw yg sepaneng &gt;___&lt;# males nyari berita *tabah aja diimel mimin mbak refund*",netral
"Sungguh, yang paling dihindari adalah PSBB,",negatif
𝑾𝒆𝒃𝒔𝒊𝒕𝒆 (klik) 👉🏼  https://t.co/pOOGXmDJIw ㅤㅤㅤㅤㅤㅤ  #roaccutane #jualroaccutane #obatjerawat #obatjerawatampuh #isotretinoin #jerawat #jualisotretinoin #komedo #accutanejourney #isotretinoinjourney #sj182 #turut #tidur #diaz #psbb #bandung #bali #MakeupTutorial #batam  https://t.co/SrnKh3x121,netral
Pokonya hari ini jadwalnya mau rapid test pagi abis itu mau puas puasin jalan jalan  puter lagu kenceng sambil teriak teriak sebelum yang katanya mau ribet PSBB,positif
"Sabtu,09/01/2021 di Halaman Kantor Kec.Sukodono Sertu Rohmad mewakili Danramil 13/Sukodono laks giat Apel Terpadu yang di pimpin AKP Sutanto, SH (Kapolsek Sukodono) dan di Lanjutkan Sosialisasi Akan di Berlakukannya PSBB SeJawa Bali Pada Tgl 11 - 25 Januari 2021. @Kodim_Sragen  https://t.co/AWe4ruhV5u",positif
"Sek2 iki sakjane wong2 gaonok seng wani ngelawan ta ? Kok psbb maneh iyo2 tok, sesekali ngelawan ngunulo kabeh ojok mek segelintir uwong tok, pilkada wingi ae aman2 ae boss kampanye ne mosok sakwise digae psbb maneh. #rakyatsudahcapek",negatif
"@seruaindah @SeputarCiputat TangSel gak ngaruh mau PPKM atau PSBB atau apapun bebas, silahkan check lokasi kuliner samping SPBU Parakan Pamulang, penuh banget apalagi malam minggu parkir mobil sampai ke jalan raya @BNPB_Indonesia @RadioElshinta @satgascovid19id #SatgasCovid19 @tangsellife_ @tangsel_com",negatif
@chinese_couple Knp pas PSBB kalo naek mobil penumpang duduknya di belakang krn PSBB adalah Penumpang Selalu Belakang Belakang,netral
"Oyi beh! Info psbb malang, hotel/aprt aman gak ya. Nek aman ayok ngeroom. M2*",netral
@persib Juara Liga musim Lalu adalah PSBB... Lila-lila poho da ka persib teh.. gara2 kopid dan PSBB,negatif
"Liat story rang orang pada jalan"" ke sby, malang mungkin tau mau psbb lagi makane ndang mlaku"" selak psbb ne mulai wkwkwk",positif
"Another story in yogyakarta  Rain, erruption, and the same city for some moments.  Beruntung, hari terakhir sebelum psbb diberlakukan.",positif
Belum psbb belum apa tapi jam 10 mulai dari cafe sampe warung kecil udah dirazia iki opo opoan coba. Padahal itu situasi cafe udah tutup &amp; abis ujan deres dan disitu orang pada ngiyup. Eh pas ujan reda pada mau keluar malah polisi dkk dah standby di pager.,negatif
PSBB??? another jokes? 🤣,netral
0gaah aah. Bdg PSBB di perpanjang,netral
@balakarsa Menuju psbb   ...,netral
"Home Decor, Game Asik Buat yang Gabut PSBB  https://t.co/zaPbZmqDVd",netral
